StopNo,Name,BayNo,City,OnStreet,AtStreet,Latitude,Longitude,WheelchairAccess,Distance,Routes
50624,WB ROBSON ST FS BURRARD ST,N,VANCOUVER,ROBSON ST,BURRARD ST,49.283556,-123.123086,1,-1,005
